web-scraper-order,web-scraper-start-url,Product_C,Product_C-href,Product_Name,Shop_Name,Sale_Price,Original_Price,Discount,Description,Collection,Product_SKU,Review_Numbers,Customer_Rating_Total,Size_Rating,Material_Rating,Color_Rating,Sponsor_B
"1571766723-1389","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=4","Opens in a new tabSaleQuickviewSave+14 SizesAvailable in 14 SizesHillsby Garnet/Navy Area Rugby Mistana$24.44 - $566.99$44.001069Rated 5 out of 5 stars.1069 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/mistana-hillsby-garnetnavy-area-rug-mtna3248.html","Hillsby Garnet/Navy Area Rug","Mistana","$148.44","$373.00","60% Off","Looks aside, area rugs help absorb and decrease noise and soften the step of hardwood and tile flooring. As if plucked from a bustling bazaar, this rug’s jewel-toned medallion pattern brings bold boho style to any space.","Area Rugs","SKU: MTNA3248","Showing 1-10 of 1069 reviews.","4.8","4.7","4.6","4.9","null"
"1571769026-1505","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=0","Opens in a new tabSaleQuickviewSave+30 SizesAvailable in 30 SizesAleyna Gray/Ivory Area Rugby Lark Manor$42.99 - $661.99$59.00702Rated 5 out of 5 stars.702 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/lark-manor-aleyna-grayivory-area-rug-lrkm4742.html","Aleyna Gray/Ivory Area Rug","Lark Manor","$42.99","$59.00","27% Off","Add a pop of pretty style to any ensemble in your home with this elegant rug. The perfect foundation for cottage-chic spaces, this sophisticated accent is brimming with charming style. The Persian-inspired pattern adds traditional elegance to this rug, while the distressed detailing and blue and white color palette add a touch of updated flair. Roll it out in your dining room to anchor your space in style, then build a monochromatic and country-inspired aesthetic by adding a whitewashed dining table, a set of white linen side chairs, and a whitewashed chandelier. For a splash of color, gather blooming flowers from your background garden and nestle them in a pitcher vase for a stunning centerpiece display.","Area Rugs","SKU: LRKM4742","Showing 1-10 of 698 reviews.","4.8","5.0","4.9","4.9","null"
"1571768156-1465","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=2","Opens in a new tabSaleQuickviewSave+16 SizesAvailable in 16 SizesBrandt Light Brown/Brown Area Rugby Mistana$33.99 - $146.04$78.0031969Rated 4.5 out of 5 stars.31969 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/mistana-brandt-light-brownbrown-area-rug-mtna1016.html","Brandt Light Brown/Brown Area Rug","Mistana","$47.99","$138.00","65% Off","Bare floor giving you the blues? Rolling out an area rug fixes that! This design brings boho-chic charm to any space, displaying a Persian-inspired motif with a medallion in the center and an erased-weave look for a touch of antiqued appeal. Crafted from polypropylene, this fade- and the stain-resistant piece is perfect for placing in high-traffic areas such as the living room or entryway. No matter where it ends up, we recommend using a rug pad to keep it in place.","Area Rugs","SKU: MTNA1016","Showing 1-10 of 31961 reviews.","","","","","null"
"1571769359-1524","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=0","Opens in a new tabSaleQuickviewSave+6 SizesAvailable in 6 SizesLilly Traditional Medallion Navy Blue Area Rugby Astoria Grand$26.99 - $145.999098Rated 4 out of 5 stars.9098 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/astoria-grand-lilly-traditional-medallion-navy-blue-area-rug-atgd1051.html","Lilly Traditional Medallion Navy Blue Area Rug","Astoria Grand","$26.99","null","null","Garnish your floors with this rug. This Persian-inspired rug features traditional borders that frames scroll patterns and floral accents with center medallions that will complement your existing home décor. Machine woven from soft polypropylene yarns, these rugs are sure to give a cozy underfoot feel. Stain and fade resistant, these rugs will withstand the day-to-day wear and tear. Perfect for high traffic areas. Enhanced with durable jute backing that creates stability and provides long-lasting shape and beauty.","Area Rugs","SKU: ATGD1051","Showing 1-10 of 9102 reviews.","4.2","4.1","4.7","3.0","null"
"1571767419-1428","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=3","Opens in a new tabSaleQuickviewSave+11 SizesAvailable in 11 SizesAyres Light Gray Area Rugby Laurel Foundry Modern Farmhouse$22.99 - $318.17$24.0010927Rated 5 out of 5 stars.10927 total votes.","https://www.wayfair.com/rugs/pdp/ayres-light-gray-area-rug-w000664915.html","Ayres Light Gray Area Rug","Laurel Foundry Modern Farmhouse","$22.99","$24.00","4% Off","Bring antiqued inspiration and a patterned foundation to any room with this area rug. Machine woven from 100% polypropylene, this synthetic rug’s pile is embellished with a faded Persian-inspired, Use this sophisticated area rug as a warm anchor to a contemporary aesthetic in your living room. Paint paneled walls white with matching trim to contrast wood floors. Roll out this rug, and then top it with a sleek glass coffee table, woven and knit poufs, and acrylic side tables that flank a white sofa. Then, add in mercury glass sculptures and candles to finish off the look.","Area Rugs","SKU: W000664915","Showing 1-10 of 10912 reviews.","4.8","5.0","5.0","4.6","null"
"1571765912-1347","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=5","Opens in a new tabSaleQuickviewSave+6 SizesAvailable in 6 SizesArteaga Vintage Persian Medallion Oriental Garnet/Burnt Orange Area Rugby Bungalow Rose$39.99 - $345.99$51.00184Rated 4.5 out of 5 stars.184 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/bungalow-rose-arteaga-vintage-persian-medallion-oriental-garnetburnt-orange-area-rug-bgrs1365.html","Arteaga Vintage Persian Medallion Oriental Garnet/Burnt Orange Area Rug","Bungalow Rose","$39.99","$51.00","22% Off","The vibrant and eclectic designs in this collection will set your space apart with a splash of color and edgy style. The tight patterns and vibrant traditional colors in this polypropylene rug are sure to catch the eye of visitors. This collection is machine made in Turkey and easily cleaned.","Area Rugs","SKU: BGRS1365","Showing 1-10 of 183 reviews.","4.7","null","null","null","null"
"1571765613-1326","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=5","Opens in a new tabSaleQuickviewSave+19 SizesAvailable in 19 SizesFairmount Light Green Area Rugby Three Posts$27.99 - $254.99$38.00568Rated 4.5 out of 5 stars.568 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/three-posts-fairmount-light-green-area-rug-trpt5603.html","Fairmount Light Green Area Rug","Three Posts","$27.99","$38.00","26% Off","Warming up hardwood and tile floors while setting the stage for the rest of your ensemble, area rugs are essential for nearly any room in your abode. Made in Turkey, this traditional rug is constructed from polypropylene, a synthetic material designed to stand up to muddy shoes in the entryway and the occasional spill under the kitchen table. It features a 0.33"" pile height, ideal for promoting a cozy and inviting feel to your space with the added benefit of being easy to clean.","Area Rugs","SKU: TRPT5603","Showing 1-10 of 572 reviews.","4.5","4.9","4.6","3.9","null"
"1571767353-1425","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=3","Opens in a new tabSaleQuickviewSave+9 SizesAvailable in 9 SizesRanck Sky Blue/Light Gray Area Rugby Bungalow Rose$41.24 - $244.93$106.00893Rated 4.5 out of 5 stars.893 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/bungalow-rose-ranck-sky-bluelight-gray-area-rug-bgls1230.html","Ranck Sky Blue/Light Gray Area Rug","Bungalow Rose","$41.24","$106.00","61% Off","Warming up hardwood and tile floors while setting the stage for the rest of your ensemble, area rugs are essential for nearly any room in your abode. This one, showcasing a lightly distressed blue and white Persian-inspired design, a natural stain- and fade-resistant synthetic material designed to stand up to high traffic in the entryway and the occasional spill under the kitchen table.","Area Rugs","SKU: BGLS1230","Showing 1-10 of 890 reviews.","4.6","2.9","4.6","4.7","null"
"1571765785-1339","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=5","Opens in a new tabSaleQuickviewSave+2 SizesAvailable in 2 SizesPalmerton Teal Area Rugby Charlton Home$54.99 - $94.99$168.00155Rated 4.5 out of 5 stars.155 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/charlton-home-palmerton-teal-area-rug-chrl8511.html","Palmerton Teal Area Rug","Charlton Home","$54.99","$168.00","67% Off","Timeless and on trend all at once, this teal and white area rug sets a fashionable foundation for your space with its vibrant oriental motif! Made in Turkey, this area rug is machine woven of stain- and fade-resistant polypropylene in a medium 0.5"" pile – perfect for rolling out in high-traffic living rooms or dining spaces prone to occasional spills and stains alike. Easily vacuumed or spot cleaned for effortless upkeep, this rug performs best when paired with a rug pad to prevent shifting and sliding.","Area Rugs","SKU: CHRL8511","Showing 1-10 of 155 reviews.","4.6","4.8","5.0","4.6","null"
"1571767706-1441","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=3","Opens in a new tabSaleQuickviewSave+6 SizesAvailable in 6 SizesBoyer Sage Area Rugby Astoria Grand$30.99 - $228.18$229.05735Rated 4.5 out of 5 stars.735 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/astoria-grand-boyer-sage-area-rug-atgd3163.html","Boyer Sage Area Rug","Astoria Grand","$30.99","$229.05","86% Off","null","Area Rugs","SKU: ATGD3163","Showing 1-10 of 732 reviews.","4.4","4.6","4.6","4.1","null"
"1571767169-1414","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=3","Opens in a new tabSaleQuickviewSave+8 SizesAvailable in 8 SizesLefkowitz Distressed Floral Motif Blue/Gray Area Rugby Bungalow Rose$44.99 - $299.99$135.00484Rated 4.5 out of 5 stars.484 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/bungalow-rose-lefkowitz-distressed-floral-motif-bluegray-area-rug-bgrs2111.html","Lefkowitz Distressed Floral Motif Blue/Gray Area Rug","Bungalow Rose","$44.99","$135.00","67% Off","An updated take on a beloved classic, this rug showcases a Persian-inspired motif that brings a dash of pattern to any arrangement in your home. A distressed look rounds out the aesthetic, while a striking blue hue puts this rug in the solidly league of bold statements. (It works just as well as a neutral foundation piece, depending on your styling whims.) Machine-woven from polypropylene, it’s the perfect pick for the most lived-in rooms of your home.","Area Rugs","SKU: BGRS2111","Showing 1-10 of 484 reviews.","4.5","4.9","4.3","4.0","null"
"1571767160-1413","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=3","Opens in a new tabSaleQuickviewSave+10 SizesAvailable in 10 SizesSusan Blue Area Rugby Charlton Home$47.99 - $165.99$89.003656Rated 4.5 out of 5 stars.3656 total votes.","https://www.wayfair.com/rugs/pdp/charlton-home-susan-blue-area-rug-chrl9302.html","Susan Blue Area Rug","Charlton Home","$47.99","$89.00","46% Off","Beautifully bold and gorgeously graphic, these area rugs are destined to deliver a transfixing touch of dramatic appeal to any room. Available in an enthralling array of contemporary color palettes and power-loomed from a long-lasting, easy-to-care-for and fabulously-textured 100% polypropylene each exciting rug is all about outstanding ease and sensational style.","Area Rugs","SKU: CHRL9302","Showing 1-10 of 3652 reviews.","4.6","4.3","4.7","4.8","null"
"1571765590-1324","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=5","Opens in a new tabSaleQuickviewSave+4 SizesAvailable in 4 SizesChiles Wool Beige Area Rugby Ophelia & Co.$29.99 - $122.99330Rated 4.5 out of 5 stars.330 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/ophelia-co-chiles-wool-beige-area-rug-opco7840.html","Chiles Wool Beige Area Rug","Ophelia & Co.","$29.99","null","null","Add another dimension to your decor simply by adding an area rug, arbiters of style, pattern, and texture. This design, for example, takes on the look of a well-loved heirloom piece with its faded Persian-inspired motif in hues of beige and blue. Crafted from a blend of wool and polyester, it features a resilient 0.05'' pile height that repels dirt and remains easy to clean. We also recommend using a rug pad to keep this piece in place.","Area Rugs","SKU: OPCO7840","Showing 1-10 of 332 reviews.","4.5","5.0","4.4","1.3","null"
"1571765709-1333","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=5","Opens in a new tabSaleQuickviewSave+7 SizesAvailable in 7 SizesAntony Sage Area Rugby Astoria Grand$44.99 - $379.99$88.50252Rated 4.5 out of 5 stars.252 total votes.","https://www.wayfair.com/rugs/pdp/astoria-grand-antony-sage-area-rug-astd4579.html","Antony Sage Area Rug","Astoria Grand","$44.99","$88.50","49% Off","This collection is beautifully designed collection with a range of styles from contemporary to traditional to transitional. This Sage Area Rug is a plush rug with a very soft feel. Made in the most up to date, fashionable colors, this Sage Area Rug is sure to add style and elegance to any room.","Area Rugs","SKU: ASTD4579","Showing 1-10 of 251 reviews.","4.6","4.7","5.0","5.0","null"
"1571769701-1539","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=0","Opens in a new tabSaleQuickviewSave+16 SizesAvailable in 16 SizesBrandt Black Area Rugby Mistana$25.99 - $152.30$78.0035006Rated 4.5 out of 5 stars.35006 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/mistana-brandt-black-area-rug-mtna1458.html","Brandt Black Area Rug","Mistana","$111.38","$298.00","63% Off","Lay an effortlessly on-trend foundation for your stylish space with this area rug, showcasing a boho-chic Persian-inspired print. Made in Turkey, this rug is machine woven from stain and fade-resistant polypropylene over latex in a medium 0.25"" pile – perfect for rolling out in a well-traveled den or dining room prone to spills and stains. Available in a curated selection of sizes to best suit your decor, this rug works well when paired with a rug pad to prevent shifting and sliding.","Area Rugs","SKU: MTNA1458","Showing 1-10 of 34871 reviews.","4.5","4.6","4.9","4.6","null"
"1571767681-1440","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=3","Opens in a new tabSaleQuickviewSave+18 SizesAvailable in 18 SizesDavid Teal Area Rugby Mistana$30.99 - $538.99$94.002978Rated 4.5 out of 5 stars.2978 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/mistana-david-teal-area-rug-mtna1799.html","David Teal Area Rug","Mistana","$30.99","$94.00","67% Off","When it comes to crafting a cohesive look and softening the step of hardwood flooring, nothing does the job quite like an area rug! This design showcases a Persian-inspired pattern with weathered details that evoke the appearance of a charming flea market find. Crafted from polyester, it’s fade- and stain-resistant, featuring a 0.25'' pile height that makes it easy to keep clean with regular vacuuming. No matter where it ends up, we recommend using a rug pad for extra stability.","Area Rugs","SKU: MTNA1799","Showing 1-10 of 2977 reviews.","","","","","null"
"1571767231-1418","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=3","Opens in a new tabSaleQuickviewSave+11 SizesAvailable in 11 SizesOttis Brown Area Rugby Charlton Home$68.99 - $579.99$75.99214Rated 4.5 out of 5 stars.214 total votes.FREE Shipping","https://www.wayfair.com/rugs/pdp/charlton-home-ottis-brown-area-rug-chlh6135.html","Ottis Brown Area Rug","Charlton Home","$68.99","$75.99","9% Off","This collection offers the beauty and painstaking detail of traditional Persian and European styles with the ease of polypropylene. With a symphony of florals, vines and latticework detailing, these beautiful rugs bring warmth and life to the room of your choice.","Area Rugs","SKU: CHLH6135","Showing 1-10 of 216 reviews.","4.5","null","null","null","null"
"1571767552-1434","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=3","Opens in a new tabSaleQuickviewSave+4 SizesAvailable in 4 SizesKay Light Pink/Camel Area Rugby Bungalow Rose$46.99 - $199.9937Rated 4.5 out of 5 stars.37 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/bungalow-rose-kay-light-pinkcamel-area-rug-bgrs2037.html","Kay Light Pink/Camel Area Rug","Bungalow Rose","$111.99","$120.99","7% Off","These gorgeous pieces are sure to make a great addition to any contemporary decor space. These beautiful rugs use a variety of deep and vibrant colors that are sure to be an eye catcher and a great conversational piece.","Area Rugs","SKU: BGRS2037","Showing 1-10 of 37 reviews.","4.7","null","null","null","null"
"1571769652-1537","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=0","Opens in a new tabSaleQuickviewSave+16 SizesAvailable in 16 SizesHillsby Orange/Navy Area Rugby Mistana$35.99 - $560.97$44.0017314Rated 5 out of 5 stars.17314 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/mistana-hillsby-orangenavy-area-rug-mtna3186.html","Hillsby Orange/Navy Area Rug","Mistana","$35.99","$44.00","18% Off","Set a fashionably faded foundation in your space with this dynamic area rug. Brimming with boho flair, it features a Persian-inspired motif with distressed details in neutral, blue, and orange hues for a pop of pattern. Since this piece is power-loomed in Turkey from 100% polypropylene with a low 0.38"" pile height, it’s well suited to sit in high-traffic rooms inside your home. Wherever you decide to display this design, we recommend you roll out a rug pad underneath to help it stay put.","Area Rugs","SKU: MTNA3186","Showing 1-10 of 17280 reviews.","4.8","4.8","4.8","4.6","null"
"1571767206-1416","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=3","Opens in a new tabSaleQuickviewSave+9 SizesAvailable in 9 SizesMatsumura Medallion Blue Area Rugby World Menagerie$21.99 - $319.99$29.0011Rated 4.5 out of 5 stars.11 total votes.","https://www.wayfair.com/rugs/pdp/world-menagerie-matsumura-medallion-blue-area-rug-w001584127.html","Matsumura Medallion Blue Area Rug","World Menagerie","$21.99","$29.00","24% Off","A whimsical rug that is a vivacious update to classic traditional design. This pattern has a center medallion surrounded by a stunning floral and scroll border.","Area Rugs","SKU: W001584127","Showing 1-10 of 11 reviews.","4.6","null","null","null","null"
"1571767019-1406","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=4","Opens in a new tabSaleQuickviewSave+7 SizesAvailable in 7 SizesKaetzel Area Rugby World Menagerie$33.99 - $314.99$77.00233Rated 4.5 out of 5 stars.233 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/world-menagerie-kaetzel-area-rug-wrmg2967.html","Kaetzel Area Rug","World Menagerie","$142.99","$273.00","48% Off","Add a colorful flourish to your favorite space with the Estren Area Rug. Made with 100% Polypropylene fibers and a 0.39"" pile height, this rug can stand up to the most frequented rooms of your home while remaining soft and long-lasting. This watercolor-inspired piece in your choice of relaxing blue or maroon will bring an instant update to your lovely tile or hardwood floors. Perfect for any modern or eclectic decor, Salford is an impressive rug you're sure to love for years.","Area Rugs","SKU: WRMG2967","Showing 1-10 of 233 reviews.","4.6","4.6","5.0","4.8","null"
"1571768131-1463","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=2","Opens in a new tabSaleQuickviewSave+14 SizesAvailable in 14 SizesBernardyn Area Rugby Trent Austin Design$43.99 - $614.99$81.001553Rated 4.5 out of 5 stars.1553 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/trent-austin-design-bernardyn-area-rug-trnt4440.html","Bernardyn Area Rug","Trent Austin Design","$43.99","$81.00","46% Off","Anchor your living room or hallway scheme with this eye-catching rug, featuring a traditional Oriental-inspired design. Petite yet elegant blooms shimmer in brilliant yellow, rust, pink and soft blues against a smooth gray pile and ornate border creating a fashion-forward look that captures the classic charm of yesteryear.","Area Rugs","SKU: TRNT4440","Showing 1-10 of 1550 reviews.","4.4","4.4","4.9","4.4","null"
"1571767662-1439","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=3","Opens in a new tabSaleQuickviewSave+9 SizesAvailable in 9 SizesCevenola Red/Beige Area Rugby Charlton Home$64.99 - $339.99$78.998Rated 4.5 out of 5 stars.8 total votes.FREE Shipping","https://www.wayfair.com/rugs/pdp/charlton-home-cevenola-redbeige-area-rug-w001462328.html?category=474118&placement=307&slot=2&sponsoredid=8eae3fd13c8c5c9285e61b2f3a1b30cd9534f59d94e48e10f2d59a5e0570d3de&_txid=otAgY12vQyCxQisHaXN9Ag%3D%3D&isB2b=0","Cevenola Red/Beige Area Rug","Charlton Home","$134.99","null","null","For those who aren’t afraid to indulge, this Red/Beige Area Rug elevates any room design.","Area Rugs","SKU: W001462328","Showing 1-10 of 13 reviews.","4.4","null","null","null","Sponsored"
"1571768140-1464","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=2","Opens in a new tabSaleQuickviewSave+8 SizesAvailable in 8 SizesBridport Black Area Rugby Lark Manor$39.94 - $187.99$68.00856Rated 4.5 out of 5 stars.856 total votes.","https://www.wayfair.com/rugs/pdp/lark-manor-bridport-black-area-rug-w000327178.html","null","null","null","null","null","null","null","null","null","","","","","null"
"1571766503-1378","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=4","Opens in a new tabSaleQuickviewSave+23 SizesAvailable in 23 SizesBenavides Red/Brown/Navy Area Rugby Birch Lane™ Heritage$54.99 - $789.99273Rated 4.5 out of 5 stars.273 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/birch-lane-heritage-benavides-redbrownnavy-area-rug-w000900304.html","Benavides Red/Brown/Navy Area Rug","Birch Lane™ Heritage","$54.99","null","null","Drawing from classic patterns and vintage dyes, this area rug showcases a Persian-inspired medallion motif in brown, navy, beige, and red hues to set a dynamic foundation in any room. Power-loomed in Turkey from polypropylene yarns with a low 0.36"" pile height, this piece is an ideal base for a busy space inside your home since it can handle heavy foot traffic. Wherever you decide to display this design, we recommend you roll out a rug pad underneath to help it stay put.","Area Rugs","SKU: W000900304","Showing 1-10 of 273 reviews.","4.6","4.9","5.0","5.0","null"
"1571769111-1510","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=0","Opens in a new tabSaleQuickviewSave+16 SizesAvailable in 16 SizesBrandt Turquoise/Gray Area Rugby Mistana$28.99 - $151.05$78.0031968Rated 4.5 out of 5 stars.31968 total votes.","https://www.wayfair.com/rugs/pdp/mistana-brandt-turquoisegray-area-rug-mtna1018.html","Brandt Turquoise/Gray Area Rug","Mistana","$122.99","$298.00","59% Off","Anchor your ensemble with a subdued splash of color when you roll out this distressed area rug, showcasing a fashionably faded Persian-inspired motif. Power-loomed in Turkey from polypropylene with a low 0.25"" pile height, this design resists staining and fading, making it an ideal option for high-traffic rooms or spill-prone spaces in your home. We recommend you vacuum this rug regularly to keep it looking sharp and roll out a rug pad for added stability.","Area Rugs","SKU: MTNA1018","Showing 1-10 of 31881 reviews.","4.5","4.8","3.8","4.6","null"
"1571768777-1495","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=2","Opens in a new tabSaleQuickviewSave+10 SizesAvailable in 10 SizesSusan Blue Area Rugby Charlton Home$48.99 - $154.99$89.003655Rated 4.5 out of 5 stars.3655 total votes.","https://www.wayfair.com/rugs/pdp/charlton-home-susan-blue-area-rug-chrl9303.html","Susan Blue Area Rug","Charlton Home","$48.99","$89.00","45% Off","Looks aside, area rugs help absorb and decrease noise as they soften the step of hardwood and tile flooring. Made in Turkey, this one is crafted from polypropylene, a synthetic material designed to stand up to muddy shoes in the entryway and the occasional spill under the kitchen table. It features a 0.5"" height, ideal for promoting a cozy and inviting feel to your space with the added benefit of being easy to clean.","Area Rugs","SKU: CHRL9303","Showing 1-10 of 3652 reviews.","4.6","4.8","4.7","4.6","null"
"1571767310-1422","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=3","Opens in a new tabSaleQuickviewSave+19 SizesAvailable in 19 SizesPatton Multicolor Area Rugby Charlton Home$29.99 - $249.99$38.00766Rated 4.5 out of 5 stars.766 total votes.","https://www.wayfair.com/rugs/pdp/charlton-home-patton-multicolor-area-rug-chlh8698.html","Patton Multicolor Area Rug","Charlton Home","$29.99","$38.00","21% Off","Establish a traditional aesthetic in any arrangement with this classic area rug, showcasing a Persian-inspired pattern. Power-loomed in Turkey from polypropylene with a low 0.33"" pile height, this low-shedding piece is the perfect pick for high-traffic rooms inside your home since it resists staining and fading. Plus, it’s easy to clean with regular vacuuming. Wherever you decide to roll this design out, we recommend you pair it with a rug pad to help it stay put.","Area Rugs","SKU: CHLH8698","Showing 1-10 of 764 reviews.","4.6","4.9","5.0","5.0","null"
"1571768709-1491","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=2","Opens in a new tabSaleQuickviewSave+6 SizesAvailable in 6 SizesBoyer Area Rugby Astoria Grand$32.99 - $209.99$39.05820Rated 4.5 out of 5 stars.820 total votes.","https://www.wayfair.com/rugs/pdp/astoria-grand-boyer-area-rug-atgd3164.html","Boyer Area Rug","Astoria Grand","$32.99","$39.05","16% Off","Add an extra layer of dimension, style, and personality to your home, with the addition of an area rug to your space. This one, for example, is perfectly at home in a traditional aesthetic, with its classic floral design, in a beige and green color palette. Machine-made of 100% polypropylene, and high luster polyester, with a 0.32'' pile height, you’ll love digging your toes into this stylish piece. We recommend using this piece with a rug pad to prevent it from slipping and sliding. To care for this rug, we recommend only spot cleaning, and professional cleaning when required.","Area Rugs","SKU: ATGD3164","Showing 1-10 of 819 reviews.","4.3","5.0","4.1","3.8","null"
"1571769153-1512","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=0","Opens in a new tabSaleQuickviewSave+16 SizesAvailable in 16 SizesBrandt Medium Blue/Tan Area Rugby Mistana$28.99 - $177.40$78.0034994Rated 4.5 out of 5 stars.34994 total votes.","https://www.wayfair.com/rugs/pdp/mistana-brandt-medium-bluetan-area-rug-mtna1823.html","Brandt Medium Blue/Tan Area Rug","Mistana","$158.99","$298.00","47% Off","Offering a Persian-inspired pattern filled reminiscent of a bazaar-worthy find, this area rug is sure to stand out in any living space. Made in Turkey, it’s woven from fade- and stain-resistant polypropylene, featuring a low 0.25'' pile height that stands up to the traffic of busy areas such as entryways and kitchens. Plus, it’s easy to clean with regular vacuuming! No matter where it ends up, we recommend using a rug pad to keep it from slipping.","Area Rugs","SKU: MTNA1823","Showing 1-10 of 34871 reviews.","4.5","4.3","4.4","4.5","null"
"1571765858-1344","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=5","Opens in a new tabSaleQuickviewSave+3 SizesAvailable in 3 SizesRanck Distressed Light Gray Area Rugby Bungalow Rose$67.99 - $127.99$135.0018Rated 5 out of 5 stars.18 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/bungalow-rose-ranck-distressed-light-gray-area-rug-w001812912.html","Ranck Distressed Light Gray Area Rug","Bungalow Rose","$67.99","$135.00","50% Off","This area rug showcases traditionally inspired designs that exemplify timeless styles of elegance, comfort, and sophistication.","Area Rugs","SKU: W001812912","Showing 1-10 of 18 reviews.","","","","","null"
"1571768074-1460","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=2","Opens in a new tabSaleQuickviewSave+18 SizesAvailable in 18 SizesAsheville Taupe Area Rugby Darby Home Co$46.99 - $429.99$74.01451Rated 5 out of 5 stars.451 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/darby-home-co-asheville-taupe-area-rug-drbc3463.html","null","null","null","null","null","null","null","null","null","","","","","null"
